investor_id,sip_count,first_sip_date,latest_sip_date,total_sip_amount,avg_sip_amount,avg_gap_days,max_gap_days,std_gap_days,is_at_risk,retention_status
INV003095,6,2024-03-03,2025-05-10,64248,10708.0,86.6,175.0,65.32,True,At-Risk
INV003097,8,2024-01-06,2025-03-20,151274,18909.25,62.71,121.0,33.14,True,At-Risk
INV003105,7,2024-02-16,2025-03-15,121433,17347.57,65.5,140.0,58.66,True,At-Risk
INV003112,6,2024-01-22,2025-04-24,68105,11350.83,91.6,173.0,56.08,True,At-Risk
INV003113,8,2024-01-20,2025-05-02,115572,14446.5,66.86,159.0,54.59,True,At-Risk
INV003115,6,2024-05-01,2024-12-27,103814,17302.33,48.0,125.0,47.25,True,At-Risk
INV003117,8,2024-02-10,2025-05-21,74326,9290.75,66.57,115.0,30.54,True,At-Risk
INV003134,7,2024-02-10,2025-05-16,111805,15972.14,76.83,172.0,57.19,True,At-Risk
INV003139,7,2024-03-21,2025-02-15,79357,11336.71,55.17,133.0,50.42,True,At-Risk
INV003140,8,2024-03-11,2025-04-14,47273,5909.12,57.0,125.0,57.9,True,At-Risk
INV003141,7,2024-02-13,2025-03-24,87927,12561.0,67.5,225.0,80.21,True,At-Risk
INV003144,7,2024-01-11,2025-05-20,54671,7810.14,82.5,243.0,88.47,True,At-Risk
INV003146,9,2024-02-01,2025-05-22,116340,12926.67,59.5,283.0,92.06,True,At-Risk
INV003151,6,2024-04-11,2025-05-21,38290,6381.67,81.0,146.0,53.97,True,At-Risk
INV003153,7,2024-02-14,2024-10-15,82703,11814.71,40.67,156.0,57.5,True,At-Risk
INV003158,9,2024-01-27,2025-04-16,95466,10607.33,55.62,138.0,53.44,True,At-Risk
INV003161,6,2024-03-09,2025-03-31,45870,7645.0,77.4,118.0,45.34,True,At-Risk
INV003169,6,2024-05-16,2025-03-25,31020,5170.0,62.6,178.0,79.12,True,At-Risk
INV003178,6,2024-02-18,2024-11-26,39480,6580.0,56.4,84.0,25.62,True,At-Risk
INV003179,9,2024-01-25,2025-04-19,64309,7145.44,56.25,151.0,54.36,True,At-Risk
INV003185,6,2024-05-24,2025-04-15,78275,13045.83,65.2,116.0,43.44,True,At-Risk
INV003187,9,2024-02-01,2025-05-12,51008,5667.56,58.25,244.0,87.76,True,At-Risk
INV003189,9,2024-02-02,2025-04-18,34519,3835.44,55.12,198.0,61.39,True,At-Risk
INV003191,6,2024-03-17,2025-04-05,31967,5327.83,76.8,138.0,48.44,True,At-Risk
INV003193,6,2024-01-05,2025-05-02,65353,10892.17,96.6,294.0,122.03,True,At-Risk
INV003196,7,2024-01-04,2025-04-30,34448,4921.14,80.33,319.0,117.48,True,At-Risk
INV003205,7,2024-03-12,2025-04-22,50635,7233.57,67.67,111.0,24.68,True,At-Risk
INV003210,6,2024-01-12,2025-01-07,18851,3141.83,72.2,112.0,37.2,True,At-Risk
INV003211,7,2024-02-19,2025-04-08,73285,10469.29,69.0,104.0,38.22,True,At-Risk
INV003214,6,2024-03-19,2025-01-12,58100,9683.33,59.8,170.0,63.55,True,At-Risk
INV003215,7,2024-01-19,2025-01-18,30900,4414.29,60.83,105.0,29.47,True,At-Risk
INV003219,6,2024-02-27,2024-12-09,111640,18606.67,57.2,86.0,32.23,True,At-Risk
INV003221,7,2024-01-17,2025-01-18,188581,26940.14,61.17,99.0,39.15,True,At-Risk
INV003222,7,2024-01-12,2025-05-15,46924,6703.43,81.5,190.0,68.44,True,At-Risk
INV003223,8,2024-01-25,2025-05-13,115743,14467.88,67.71,331.0,117.83,True,At-Risk
INV003228,7,2024-02-02,2025-03-29,88333,12619.0,70.17,256.0,94.46,True,At-Risk
INV003230,7,2024-02-19,2025-03-30,59960,8565.71,67.5,251.0,95.54,True,At-Risk
INV003231,7,2024-01-17,2025-05-29,61212,8744.57,83.0,253.0,86.85,True,At-Risk
INV003234,6,2024-01-19,2025-05-16,45926,7654.33,96.6,188.0,68.0,True,At-Risk
INV003236,9,2024-01-18,2025-03-02,120464,13384.89,51.12,115.0,38.38,True,At-Risk
INV003242,7,2024-05-05,2025-05-06,60420,8631.43,61.0,159.0,63.63,True,At-Risk
INV003247,6,2024-03-30,2025-05-27,94982,15830.33,84.6,206.0,82.37,True,At-Risk
INV003252,6,2024-05-05,2025-04-08,102990,17165.0,67.6,192.0,72.39,True,At-Risk
INV003256,7,2024-07-25,2025-05-27,94745,13535.0,51.0,90.0,33.7,True,At-Risk
INV003257,6,2024-07-25,2025-05-30,145848,24308.0,61.8,139.0,49.43,True,At-Risk
INV003260,6,2024-02-15,2025-05-07,66384,11064.0,89.4,247.0,93.91,True,At-Risk
INV003262,6,2024-01-13,2025-03-14,140022,23337.0,85.2,162.0,58.26,True,At-Risk
INV003267,6,2024-01-10,2025-01-16,20825,3470.83,74.4,197.0,79.63,True,At-Risk
INV003271,7,2024-02-09,2025-02-10,38769,5538.43,61.17,157.0,56.94,True,At-Risk
INV003273,8,2024-03-17,2025-05-12,195095,24386.88,60.14,134.0,46.11,True,At-Risk
INV003277,8,2024-05-19,2025-05-30,81268,10158.5,53.71,192.0,68.24,True,At-Risk
INV003279,9,2024-01-07,2025-05-28,155774,17308.22,63.38,147.0,43.42,True,At-Risk
INV003289,7,2024-02-15,2025-03-10,105165,15023.57,64.83,183.0,67.71,True,At-Risk
INV003300,6,2024-04-25,2025-03-15,92258,15376.33,64.8,219.0,88.43,True,At-Risk
INV003301,9,2024-01-25,2025-05-14,183141,20349.0,59.38,113.0,33.35,True,At-Risk
INV003304,10,2024-01-14,2025-02-15,135315,13531.5,44.22,180.0,54.86,True,At-Risk
INV003308,9,2024-02-19,2025-05-18,133172,14796.89,56.75,141.0,46.54,True,At-Risk
INV003310,6,2024-02-26,2025-04-05,33878,5646.33,80.8,154.0,54.25,True,At-Risk
INV003311,9,2024-04-09,2025-04-28,43171,4796.78,48.0,149.0,57.7,True,At-Risk
INV003314,7,2024-02-15,2025-05-01,179149,25592.71,73.5,210.0,71.23,True,At-Risk
INV003317,8,2024-04-02,2025-02-05,75540,9442.5,44.14,71.0,19.39,True,At-Risk
INV003320,8,2024-04-06,2025-02-17,107141,13392.62,45.29,192.0,69.05,True,At-Risk
INV003325,6,2024-01-07,2025-05-26,42846,7141.0,101.0,155.0,35.89,True,At-Risk
INV003329,6,2024-01-17,2025-04-06,113204,18867.33,89.0,230.0,107.78,True,At-Risk
INV003336,7,2024-02-24,2025-05-03,134860,19265.71,72.33,133.0,55.13,True,At-Risk
INV003338,9,2024-05-21,2025-03-17,153954,17106.0,37.5,155.0,50.48,True,At-Risk
INV003344,6,2024-02-10,2025-04-18,30966,5161.0,86.6,190.0,58.52,True,At-Risk
INV003350,6,2024-02-14,2025-05-21,27929,4654.83,92.4,191.0,75.84,True,At-Risk
INV003351,6,2024-07-15,2025-04-11,104400,17400.0,54.0,86.0,23.27,True,At-Risk
INV003352,8,2024-01-11,2025-05-02,113976,14247.0,68.14,279.0,95.04,True,At-Risk
INV003357,6,2024-05-17,2025-03-25,56022,9337.0,62.4,100.0,37.04,True,At-Risk
INV003360,8,2024-03-14,2025-05-04,66401,8300.12,59.43,163.0,48.61,True,At-Risk
INV003370,7,2024-03-13,2025-03-28,82199,11742.71,63.33,206.0,71.81,True,At-Risk
INV003372,6,2024-03-04,2024-12-26,31020,5170.0,59.4,118.0,40.53,True,At-Risk
INV003374,7,2024-06-11,2025-05-16,49043,7006.14,56.5,128.0,52.67,True,At-Risk
INV003375,8,2024-04-30,2025-05-04,135524,16940.5,52.71,158.0,56.67,True,At-Risk
INV003376,6,2024-03-21,2025-05-24,80609,13434.83,85.8,199.0,72.01,True,At-Risk
INV003379,7,2024-01-03,2025-03-29,53335,7619.29,75.17,268.0,98.14,True,At-Risk
INV003380,6,2024-03-02,2025-02-27,35744,5957.33,72.4,155.0,53.74,True,At-Risk
INV003382,6,2024-07-13,2024-12-31,70423,11737.17,34.2,85.0,30.7,False,Healthy Cadence
INV003391,6,2024-06-06,2025-03-16,75689,12614.83,56.6,193.0,76.51,True,At-Risk
INV003393,8,2024-03-02,2025-05-22,73545,9193.12,63.71,178.0,54.24,True,At-Risk
INV003395,6,2024-03-08,2025-04-07,56160,9360.0,79.0,192.0,64.71,True,At-Risk
INV003398,8,2024-02-27,2025-03-21,47267,5908.38,55.43,140.0,44.65,True,At-Risk
INV003403,6,2024-02-01,2024-11-10,50522,8420.33,56.6,116.0,51.87,True,At-Risk
INV003404,8,2024-03-01,2025-02-16,80637,10079.62,50.29,198.0,69.38,True,At-Risk
INV003405,8,2024-07-02,2025-04-15,95007,11875.88,41.0,186.0,64.67,True,At-Risk
INV003406,8,2024-02-02,2025-03-21,104922,13115.25,59.0,251.0,87.96,True,At-Risk
INV003407,8,2024-03-03,2025-04-09,51571,6446.38,57.43,146.0,47.24,True,At-Risk
INV003422,7,2024-01-07,2025-05-29,84910,12130.0,84.67,167.0,56.2,True,At-Risk
INV003424,7,2024-02-16,2025-04-30,60522,8646.0,73.17,124.0,46.01,True,At-Risk
INV003427,6,2024-02-05,2025-04-01,117717,19619.5,84.2,266.0,113.38,True,At-Risk
INV003430,6,2024-05-27,2025-05-29,54715,9119.17,73.4,104.0,24.77,True,At-Risk
INV003431,6,2024-07-01,2025-03-15,65461,10910.17,51.4,152.0,58.21,True,At-Risk
INV003432,7,2024-02-16,2025-02-18,63809,9115.57,61.33,97.0,33.1,True,At-Risk
INV003435,7,2024-02-13,2025-05-01,94339,13477.0,73.83,140.0,50.01,True,At-Risk
INV003437,6,2024-02-06,2025-05-07,43627,7271.17,91.2,226.0,85.6,True,At-Risk
INV003448,7,2024-02-04,2025-04-26,22057,3151.0,74.5,200.0,70.94,True,At-Risk
INV003450,10,2024-02-29,2025-05-03,140759,14075.9,47.67,158.0,48.12,True,At-Risk
INV003455,7,2024-05-17,2024-12-16,79732,11390.29,35.5,76.0,25.82,True,At-Risk
INV003457,7,2024-04-13,2025-04-11,75273,10753.29,60.5,117.0,40.0,True,At-Risk
INV003458,8,2024-02-06,2025-05-26,35913,4489.12,67.86,206.0,68.85,True,At-Risk
INV003459,6,2024-07-08,2025-05-01,42636,7106.0,59.4,113.0,43.9,True,At-Risk
INV003473,6,2024-01-08,2025-05-01,40058,6676.33,95.8,213.0,74.73,True,At-Risk
INV003475,9,2024-01-14,2025-04-06,75542,8393.56,56.0,155.0,59.85,True,At-Risk
INV003478,9,2024-01-27,2025-04-24,135853,15094.78,56.62,195.0,62.28,True,At-Risk
INV003479,8,2024-02-08,2025-05-13,90730,11341.25,65.71,164.0,61.58,True,At-Risk
INV003480,6,2024-01-18,2025-03-05,37752,6292.0,82.4,211.0,89.6,True,At-Risk
INV003484,6,2024-02-10,2025-02-13,108256,18042.67,73.8,333.0,144.96,True,At-Risk
INV003487,6,2024-02-29,2025-02-16,96051,16008.5,70.6,155.0,56.11,True,At-Risk
INV003491,9,2024-02-12,2025-05-30,58181,6464.56,59.12,119.0,49.88,True,At-Risk
INV003492,6,2024-02-10,2025-05-09,39990,6665.0,90.8,162.0,53.92,True,At-Risk
INV003495,10,2024-02-03,2025-04-21,76439,7643.9,49.22,121.0,37.09,True,At-Risk
INV003506,7,2024-04-18,2025-05-25,27834,3976.29,67.0,132.0,42.62,True,At-Risk
INV003509,9,2024-01-20,2025-05-21,91824,10202.67,60.88,149.0,50.83,True,At-Risk
INV003511,8,2024-01-19,2025-04-22,71560,8945.0,65.57,183.0,61.86,True,At-Risk
INV003514,6,2024-03-09,2025-03-15,90699,15116.5,74.2,172.0,62.01,True,At-Risk
INV003518,6,2024-04-22,2025-03-27,38843,6473.83,67.8,157.0,56.72,True,At-Risk
INV003521,6,2024-02-28,2025-05-18,46547,7757.83,89.0,183.0,60.39,True,At-Risk
INV003524,7,2024-02-18,2025-03-09,74739,10677.0,64.17,203.0,74.83,True,At-Risk
INV003526,6,2024-01-30,2025-04-15,30478,5079.67,88.2,224.0,81.8,True,At-Risk
INV003528,9,2024-01-23,2025-05-06,143222,15913.56,58.62,186.0,58.33,True,At-Risk
INV003530,6,2024-09-13,2025-05-26,78084,13014.0,51.0,101.0,46.66,True,At-Risk
INV003531,6,2024-01-17,2025-02-02,71480,11913.33,76.4,185.0,62.61,True,At-Risk
INV003534,8,2024-03-30,2025-04-03,53508,6688.5,52.71,160.0,63.87,True,At-Risk
INV003545,6,2024-01-27,2025-04-21,34569,5761.5,90.0,210.0,93.62,True,At-Risk
INV003556,6,2024-04-19,2025-05-12,37784,6297.33,77.6,129.0,44.61,True,At-Risk
INV003557,6,2024-04-03,2025-03-01,49343,8223.83,66.4,156.0,57.42,True,At-Risk
INV003558,7,2024-03-10,2024-10-31,76056,10865.14,39.17,66.0,20.82,True,At-Risk
INV003559,10,2024-01-25,2025-04-04,131836,13183.6,48.33,118.0,38.42,True,At-Risk
INV003562,7,2024-01-31,2025-05-28,77371,11053.0,80.5,165.0,52.25,True,At-Risk
INV003564,8,2024-01-06,2025-05-17,196080,24510.0,71.0,292.0,100.46,True,At-Risk
INV003580,7,2024-02-09,2025-04-17,64406,9200.86,72.17,227.0,79.18,True,At-Risk
INV003581,8,2024-06-03,2025-05-28,39296,4912.0,51.29,95.0,28.6,True,At-Risk
INV003582,7,2024-06-17,2025-04-09,74240,10605.71,49.33,167.0,63.78,True,At-Risk
INV003586,8,2024-04-20,2025-05-05,138874,17359.25,54.29,113.0,37.88,True,At-Risk
INV003592,6,2024-02-06,2025-02-18,69765,11627.5,75.6,202.0,83.31,True,At-Risk
INV003593,6,2024-02-12,2025-03-09,94754,15792.33,78.2,166.0,62.16,True,At-Risk
INV003598,8,2024-01-15,2025-05-05,28496,3562.0,68.0,114.0,36.13,True,At-Risk
INV003599,6,2024-01-24,2024-09-30,94188,15698.0,50.0,100.0,42.7,True,At-Risk
INV003601,9,2024-05-18,2025-05-15,59029,6558.78,45.25,118.0,34.41,True,At-Risk
INV003604,6,2024-01-15,2025-04-10,71928,11988.0,90.2,188.0,81.0,True,At-Risk
INV003607,6,2024-05-15,2025-05-02,24597,4099.5,70.4,253.0,103.18,True,At-Risk
INV003611,7,2024-04-01,2025-05-19,97349,13907.0,68.83,228.0,88.62,True,At-Risk
INV003613,8,2024-01-28,2025-05-14,85140,10642.5,67.43,283.0,99.81,True,At-Risk
INV003619,6,2024-05-14,2025-05-09,31477,5246.17,72.0,113.0,40.84,True,At-Risk
INV003625,6,2024-05-19,2025-03-27,87326,14554.33,62.4,168.0,63.14,True,At-Risk
INV003627,7,2024-05-25,2025-05-15,16009,2287.0,59.17,152.0,57.86,True,At-Risk
INV003630,7,2024-04-14,2025-02-20,32857,4693.86,52.0,96.0,34.06,True,At-Risk
INV003633,6,2024-03-26,2025-04-24,123491,20581.83,78.8,119.0,34.67,True,At-Risk
INV003634,6,2024-02-15,2024-10-11,65193,10865.5,47.8,83.0,38.01,True,At-Risk
INV003635,10,2024-01-28,2025-03-27,111446,11144.6,47.11,95.0,34.95,True,At-Risk
INV003641,8,2024-01-05,2025-04-18,91123,11390.38,67.0,219.0,74.65,True,At-Risk
INV003642,7,2024-01-24,2024-12-08,114117,16302.43,53.17,217.0,80.81,True,At-Risk
INV003645,6,2024-01-29,2025-05-19,18205,3034.17,95.2,257.0,92.38,True,At-Risk
INV003649,6,2024-01-22,2025-05-20,86339,14389.83,96.8,195.0,73.91,True,At-Risk
INV003650,11,2024-02-24,2025-01-28,43669,3969.91,33.9,86.0,26.99,False,Healthy Cadence
INV003654,7,2024-05-29,2025-05-27,112702,16100.29,60.5,124.0,37.31,True,At-Risk
INV003655,10,2024-02-13,2025-05-06,180197,18019.7,49.78,198.0,68.55,True,At-Risk
INV003658,8,2024-01-02,2025-05-11,44354,5544.25,70.71,143.0,54.91,True,At-Risk
INV003660,6,2024-02-16,2025-03-17,67446,11241.0,79.0,164.0,58.82,True,At-Risk
INV003669,7,2024-05-25,2025-04-11,90038,12862.57,53.5,98.0,26.24,True,At-Risk
INV003670,8,2024-01-01,2025-05-11,83061,10382.62,70.86,160.0,59.36,True,At-Risk
INV003672,6,2024-02-24,2025-03-16,129739,21623.17,77.2,180.0,61.94,True,At-Risk
INV003673,8,2024-01-16,2025-05-12,63876,7984.5,68.86,160.0,51.02,True,At-Risk
INV003678,6,2024-11-15,2025-04-28,49783,8297.17,32.8,45.0,13.03,False,Healthy Cadence
INV003681,9,2024-03-10,2025-04-22,26004,2889.33,51.0,101.0,26.38,True,At-Risk
INV003683,6,2024-01-11,2025-04-17,85416,14236.0,92.4,165.0,47.52,True,At-Risk
INV003684,6,2024-01-25,2025-05-30,50536,8422.67,98.2,229.0,94.16,True,At-Risk
INV003685,6,2024-04-19,2025-05-25,142912,23818.67,80.2,132.0,58.1,True,At-Risk
INV003686,6,2024-01-26,2025-05-23,70889,11814.83,96.6,328.0,133.49,True,At-Risk
INV003693,7,2024-01-17,2025-03-20,102514,14644.86,71.33,234.0,82.3,True,At-Risk
INV003695,7,2024-07-13,2025-05-19,31236,4462.29,51.67,157.0,61.52,True,At-Risk
INV003696,6,2024-04-14,2025-04-28,110522,18420.33,75.8,190.0,88.9,True,At-Risk
INV003697,7,2024-02-13,2025-05-18,97774,13967.71,76.67,163.0,78.07,True,At-Risk
INV003702,7,2024-01-13,2025-03-24,99074,14153.43,72.67,118.0,44.56,True,At-Risk
INV003705,6,2024-01-04,2025-02-01,114828,19138.0,78.8,152.0,63.27,True,At-Risk
INV003707,6,2024-01-04,2024-12-12,152934,25489.0,68.6,152.0,47.79,True,At-Risk
INV003708,7,2024-04-27,2025-04-25,27823,3974.71,60.5,104.0,30.2,True,At-Risk
INV003709,6,2024-04-22,2025-05-28,52354,8725.67,80.2,181.0,59.61,True,At-Risk
INV003710,6,2024-01-31,2025-02-27,86512,14418.67,78.6,118.0,41.17,True,At-Risk
INV003711,6,2024-01-28,2025-01-23,87930,14655.0,72.2,145.0,55.41,True,At-Risk
INV003712,6,2024-04-07,2025-05-10,64551,10758.5,79.6,163.0,60.18,True,At-Risk
INV003713,7,2024-01-08,2025-05-11,123416,17630.86,81.5,161.0,48.95,True,At-Risk
INV003718,6,2024-02-20,2025-05-22,81262,13543.67,91.4,284.0,110.3,True,At-Risk
INV003720,6,2024-03-09,2025-03-17,23110,3851.67,74.6,116.0,42.93,True,At-Risk
INV003722,7,2024-05-21,2025-03-21,192710,27530.0,50.67,135.0,50.56,True,At-Risk
INV003723,6,2024-02-23,2024-12-28,39630,6605.0,61.8,124.0,36.19,True,At-Risk
INV003724,7,2024-01-30,2025-03-13,80168,11452.57,68.0,169.0,65.5,True,At-Risk
INV003733,6,2024-01-12,2025-03-31,14893,2482.17,88.8,174.0,65.43,True,At-Risk
INV003734,8,2024-02-19,2025-04-07,69855,8731.88,59.0,290.0,102.56,True,At-Risk
INV003735,8,2024-03-29,2025-02-13,88089,11011.12,45.86,104.0,36.38,True,At-Risk
INV003736,7,2024-01-11,2025-04-18,58959,8422.71,77.17,120.0,24.68,True,At-Risk
INV003738,6,2024-08-25,2025-05-05,21307,3551.17,50.6,117.0,44.68,True,At-Risk
INV003740,7,2024-04-05,2025-02-10,122048,17435.43,51.83,172.0,63.33,True,At-Risk
INV003741,7,2024-01-18,2025-02-27,55275,7896.43,67.67,159.0,49.37,True,At-Risk
INV003744,6,2024-03-13,2025-05-21,23676,3946.0,86.8,187.0,60.16,True,At-Risk
INV003745,6,2024-04-07,2025-03-24,26414,4402.33,70.2,183.0,65.68,True,At-Risk
INV003748,8,2024-02-05,2025-03-04,41447,5180.88,56.14,182.0,58.39,True,At-Risk
INV003757,7,2024-01-17,2025-05-22,54152,7736.0,81.83,156.0,40.44,True,At-Risk
INV003761,8,2024-04-02,2025-03-31,29681,3710.12,51.86,150.0,52.17,True,At-Risk
INV003766,8,2024-02-21,2025-05-23,94475,11809.38,65.29,192.0,62.12,True,At-Risk
INV003767,9,2024-01-19,2025-02-02,129327,14369.67,47.5,125.0,37.4,True,At-Risk
INV003771,10,2024-01-12,2025-04-13,111757,11175.7,50.78,130.0,41.14,True,At-Risk
INV003772,9,2024-03-19,2024-12-20,28922,3213.56,34.5,72.0,25.05,False,Healthy Cadence
INV003775,6,2024-04-28,2025-05-03,112218,18703.0,74.0,151.0,68.25,True,At-Risk
INV003779,6,2024-03-30,2025-04-16,17001,2833.5,76.4,160.0,64.91,True,At-Risk
INV003780,8,2024-02-01,2025-03-09,76001,9500.12,57.43,135.0,49.62,True,At-Risk
INV003781,7,2024-02-07,2025-03-02,47391,6770.14,64.83,199.0,70.16,True,At-Risk
INV003785,6,2024-04-11,2025-04-17,113979,18996.5,74.2,160.0,53.99,True,At-Risk
INV003787,9,2024-01-09,2025-05-29,87076,9675.11,63.25,178.0,69.49,True,At-Risk
INV003793,7,2024-02-03,2025-04-12,134386,19198.0,72.33,203.0,85.99,True,At-Risk
INV003795,7,2024-01-05,2025-02-14,58273,8324.71,67.67,122.0,41.54,True,At-Risk
INV003811,7,2024-01-14,2025-04-30,133025,19003.57,78.67,141.0,41.61,True,At-Risk
INV003812,7,2024-07-02,2025-05-03,52802,7543.14,50.83,174.0,67.34,True,At-Risk
INV003813,6,2024-01-30,2025-03-16,64566,10761.0,82.2,122.0,31.04,True,At-Risk
INV003815,7,2024-02-07,2025-04-17,67344,9620.57,72.5,217.0,80.54,True,At-Risk
INV003824,7,2024-03-14,2025-05-17,89175,12739.29,71.5,196.0,72.48,True,At-Risk
INV003825,6,2024-03-22,2025-05-02,81324,13554.0,81.2,99.0,19.27,True,At-Risk
INV003828,7,2024-02-25,2024-08-27,130613,18659.0,30.67,109.0,39.54,False,Healthy Cadence
INV003829,10,2024-02-12,2025-04-24,46819,4681.9,48.56,159.0,46.49,True,At-Risk
INV003830,6,2024-01-24,2025-01-15,138223,23037.17,71.4,115.0,45.08,True,At-Risk
INV003844,7,2024-03-06,2025-04-21,80033,11433.29,68.5,197.0,72.27,True,At-Risk
INV003847,8,2024-05-31,2025-05-16,74501,9312.62,50.0,66.0,18.97,True,At-Risk
INV003849,6,2024-03-18,2025-04-08,155813,25968.83,77.2,146.0,42.05,True,At-Risk
INV003851,7,2024-06-02,2025-05-15,110621,15803.0,57.83,121.0,46.79,True,At-Risk
INV003860,6,2024-09-23,2025-05-11,134277,22379.5,46.0,72.0,29.15,True,At-Risk
INV003862,7,2024-02-25,2025-02-20,64749,9249.86,60.17,184.0,65.45,True,At-Risk
INV003865,7,2024-01-02,2025-05-27,47194,6742.0,85.17,235.0,102.94,True,At-Risk
INV003868,6,2024-02-26,2025-05-09,104999,17499.83,87.6,264.0,100.04,True,At-Risk
INV003872,9,2024-05-15,2025-05-13,147109,16345.44,45.38,85.0,26.38,True,At-Risk
INV003876,6,2024-03-08,2025-03-31,105794,17632.33,77.6,160.0,53.63,True,At-Risk
INV003880,8,2024-02-03,2025-05-28,52016,6502.0,68.57,193.0,67.15,True,At-Risk
INV003885,6,2024-06-06,2025-05-30,81864,13644.0,71.6,281.0,117.81,True,At-Risk
INV003892,10,2024-01-02,2025-05-13,134271,13427.1,55.22,114.0,32.74,True,At-Risk
INV003896,6,2024-02-12,2025-03-28,42369,7061.5,82.0,255.0,97.62,True,At-Risk
INV003897,6,2024-04-09,2025-04-02,83553,13925.5,71.6,144.0,56.23,True,At-Risk
INV003903,8,2024-02-07,2025-01-24,70037,8754.62,50.29,130.0,52.72,True,At-Risk
INV003905,7,2024-04-28,2025-05-08,70428,10061.14,62.5,103.0,24.6,True,At-Risk
INV003906,10,2024-01-13,2025-05-23,110358,11035.8,55.11,115.0,44.44,True,At-Risk
INV003912,6,2024-01-15,2024-12-23,11911,1985.17,68.6,195.0,81.01,True,At-Risk
INV003913,8,2024-02-09,2025-04-14,52158,6519.75,61.43,136.0,44.96,True,At-Risk
INV003916,6,2024-03-08,2025-02-07,84860,14143.33,67.2,114.0,44.74,True,At-Risk
INV003920,8,2024-01-17,2025-04-29,110581,13822.62,66.86,132.0,47.31,True,At-Risk
INV003936,6,2024-01-21,2025-04-13,111274,18545.67,89.6,227.0,87.32,True,At-Risk
INV003938,7,2024-02-10,2024-12-21,53978,7711.14,52.5,110.0,41.46,True,At-Risk
INV003940,7,2024-01-21,2025-03-20,88836,12690.86,70.67,151.0,48.14,True,At-Risk
INV003943,9,2024-04-22,2025-03-28,34838,3870.89,42.5,88.0,30.39,True,At-Risk
INV003945,7,2024-02-01,2025-01-04,109342,15620.29,56.33,175.0,64.2,True,At-Risk
INV003946,7,2024-01-14,2025-03-04,65153,9307.57,69.17,147.0,63.24,True,At-Risk
INV003948,7,2024-08-14,2025-05-03,125023,17860.43,43.67,101.0,37.57,True,At-Risk
INV003952,7,2024-04-20,2025-03-14,105758,15108.29,54.67,95.0,30.78,True,At-Risk
INV003958,6,2024-02-07,2025-04-10,67157,11192.83,85.6,133.0,51.28,True,At-Risk
INV003962,8,2024-01-21,2025-05-16,199896,24987.0,68.71,302.0,105.17,True,At-Risk
INV003964,10,2024-01-10,2025-04-15,123334,12333.4,51.22,130.0,44.6,True,At-Risk
INV003968,6,2024-01-31,2025-05-07,55226,9204.33,92.4,209.0,70.85,True,At-Risk
INV003972,6,2024-03-05,2025-04-30,128157,21359.5,84.2,224.0,81.77,True,At-Risk
INV003975,8,2024-05-11,2025-04-27,64647,8080.88,50.14,125.0,38.71,True,At-Risk
INV003978,8,2024-01-08,2025-04-29,45310,5663.75,68.14,209.0,70.48,True,At-Risk
INV003979,8,2024-02-29,2025-03-27,25613,3201.62,56.0,123.0,42.0,True,At-Risk
INV003981,7,2024-04-01,2025-05-12,81844,11692.0,67.67,237.0,85.87,True,At-Risk
INV003985,6,2024-01-19,2025-04-28,25396,4232.67,93.0,191.0,73.3,True,At-Risk
INV003996,6,2024-01-25,2025-05-15,97507,16251.17,95.2,244.0,112.23,True,At-Risk
INV004001,8,2024-06-10,2025-03-19,82786,10348.25,40.29,123.0,41.56,True,At-Risk
INV004004,10,2024-05-18,2025-05-20,126080,12608.0,40.78,88.0,30.82,True,At-Risk
INV004005,7,2024-03-09,2025-05-25,105889,15127.0,73.67,314.0,118.87,True,At-Risk
INV004007,7,2024-01-23,2024-09-12,30426,4346.57,38.83,102.0,37.05,True,At-Risk
INV004009,8,2024-02-17,2025-04-28,107439,13429.88,62.29,87.0,27.58,True,At-Risk
INV004014,9,2024-01-14,2025-05-23,90606,10067.33,61.88,182.0,58.0,True,At-Risk
INV004015,6,2024-01-31,2025-04-15,9734,1622.33,88.0,190.0,82.76,True,At-Risk
INV004017,7,2024-04-01,2024-11-30,30279,4325.57,40.5,85.0,30.66,True,At-Risk
INV004023,10,2024-02-12,2025-05-25,135403,13540.3,52.0,93.0,31.22,True,At-Risk
INV004037,6,2024-05-10,2025-05-18,45922,7653.67,74.6,137.0,55.57,True,At-Risk
INV004038,7,2024-03-07,2025-05-11,197810,28258.57,71.67,207.0,78.42,True,At-Risk
INV004049,6,2024-08-05,2025-04-03,24571,4095.17,48.2,83.0,28.08,True,At-Risk
INV004063,8,2024-04-13,2025-05-14,82106,10263.25,56.57,167.0,63.25,True,At-Risk
INV004066,7,2024-01-15,2025-04-10,60661,8665.86,75.17,319.0,127.59,True,At-Risk
INV004069,6,2024-01-16,2025-01-20,46504,7750.67,74.0,196.0,78.46,True,At-Risk
INV004070,7,2024-02-06,2025-03-18,33039,4719.86,67.67,170.0,56.0,True,At-Risk
INV004079,7,2024-01-21,2025-03-24,78640,11234.29,71.33,164.0,66.49,True,At-Risk
INV004085,7,2024-04-07,2025-05-22,104748,14964.0,68.33,260.0,96.92,True,At-Risk
INV004091,6,2024-03-24,2025-03-27,18538,3089.67,73.6,240.0,96.36,True,At-Risk
INV004094,6,2024-08-23,2025-05-29,67103,11183.83,55.8,167.0,62.86,True,At-Risk
